time	phase	flux	fluxerr			phase	flux		
2460547.130	0.663	1.000329	0.000209						
2460547.140	0.664	1.000311	0.000197						
2460547.150	0.665	1.000396	0.000431						
2460547.160	0.666	0.999963	0.000453						
2460547.170	0.667	1.000254	0.000383						
2460547.180	0.668	1.000049	0.000368						
2460547.190	0.669	1.000081	0.000158						
2460547.200	0.670	1.000043	0.000493						
2460547.210	0.671	1.000298	0.000148						
2460547.220	0.672	1.000106	0.000221						
2460547.230	0.673	0.999978	0.000414						
2460547.240	0.674	0.999913	0.000210						
2460547.250	0.675	1.000368	0.000036						
2460547.260	0.676	1.000398	0.000177						
2460547.270	0.677	1.000132	0.000359						
2460547.280	0.678	1.000110	0.000332						
2460547.290	0.679	1.000184	0.000211						
2460547.300	0.680	1.000217	0.000092						
2460547.310	0.681	1.000168	0.000374						
2460547.320	0.682	1.000294	0.000455						
2460547.330	0.683	1.000453	0.000036						
2460547.340	0.684	1.000274	0.000493						
2460547.350	0.685	1.000291	0.000255						
2460547.360	0.686	1.000161	0.000185						
2460547.370	0.687	1.000079	0.000493						
2460547.380	0.688	1.000429	0.000106						
2460547.390	0.689	1.000011	0.000377						
2460547.400	0.690	1.000358	0.000140						
2460547.410	0.691	0.999909	0.000258						
2460547.420	0.692	1.000161	0.000159						
2460547.430	0.693	1.000081	0.000478						
2460547.440	0.694	1.000219	0.000386						
2460547.450	0.695	1.000342	0.000488						
2460547.460	0.696	1.000095	0.000086						
2460547.470	0.697	1.000269	0.000349						
2460547.480	0.698	0.999973	0.000114						
2460547.490	0.699	1.000022	0.000442						
2460547.500	0.700	1.000473	0.000093						
2460547.510	0.701	1.000366	0.000072						
2460547.520	0.702	1.000460	0.000008						
2460547.530	0.703	1.000150	0.000073						
2460547.540	0.704	1.000243	0.000307						
2460547.550	0.705	1.000299	0.000316						
2460547.560	0.706	1.000129	0.000232						
2460547.570	0.707	1.000352	0.000329						
2460547.580	0.708	1.000457	0.000125						
2460547.590	0.709	1.000014	0.000293						
2460547.600	0.710	1.000300	0.000235						
2460547.610	0.711	1.000020	0.000162						
2460547.620	0.712	1.000448	0.000206						
2460547.630	0.713	1.000061	0.000074						
2460547.640	0.714	1.000025	0.000008						
2460547.650	0.715	1.000447	0.000149						
2460547.660	0.716	1.000215	0.000367						
2460547.670	0.717	1.000187	0.000468						
2460547.680	0.718	0.999917	0.000498						
2460547.690	0.719	1.000479	0.000066						
2460547.700	0.720	1.000134	0.000467						
2460547.710	0.721	1.000237	0.000065						
2460547.720	0.722	1.000352	0.000135						
2460547.730	0.723	1.000179	0.000377						
2460547.740	0.724	1.000006	0.000427						
2460547.750	0.725	1.000487	0.000055						
2460547.760	0.726	1.000404	0.000308						
2460547.770	0.727	1.000478	0.000492						
2460547.780	0.728	1.000194	0.000039						
2460547.790	0.729	1.000165	0.000271						
2460547.800	0.730	1.000166	0.000017						
2460547.810	0.731	1.000241	0.000115						
2460547.820	0.732	1.000227	0.000093						
2460547.830	0.733	1.000202	0.000378						
2460547.840	0.734	1.000004	0.000398						
2460547.850	0.735	1.000290	0.000110						
2460547.860	0.736	1.000328	0.000391						
2460547.870	0.737	1.000449	0.000328						
2460547.880	0.738	1.000451	0.000259						
2460547.890	0.739	1.000221	0.000092						
2460547.900	0.740	1.000106	0.000065						
2460547.910	0.741	1.000260	0.000174						
2460547.920	0.742	1.000290	0.000113						
2460547.930	0.743	1.000249	0.000103						
2460547.940	0.744	1.000306	0.000455						
2460547.950	0.745	1.000202	0.000266						
2460547.960	0.746	1.000469	0.000029						
2460547.970	0.747	1.000267	0.000144						
2460547.980	0.748	0.999995	0.000335						
2460547.990	0.749	1.000331	0.000015						
2460548.000	0.750	1.000000	0.000112						
2460548.010	0.751	1.000157	0.000327						
2460548.020	0.752	1.000167	0.000216						
2460548.030	0.753	0.999981	0.000434						
2460548.040	0.754	1.000086	0.000487						
2460548.050	0.755	0.999977	0.000190						
2460548.060	0.756	1.000250	0.000449						
2460548.070	0.757	1.000096	0.000104						
2460548.080	0.758	1.000458	0.000124						
2460548.090	0.759	1.000112	0.000108						
2460548.100	0.760	1.000200	0.000143						
2460548.110	0.761	0.999922	0.000042						
2460548.120	0.762	1.000006	0.000151						
2460548.130	0.763	1.000369	0.000145						
2460548.140	0.764	1.000440	0.000470						
2460548.150	0.765	1.000300	0.000019						
2460548.160	0.766	0.999930	0.000103						
2460548.170	0.767	1.000087	0.000291						
2460548.180	0.768	1.000129	0.000293						
2460548.190	0.769	1.000249	0.000156						
2460548.200	0.770	1.000161	0.000339						
2460548.210	0.771	1.000375	0.000111						
2460548.220	0.772	1.000137	0.000451						
2460548.230	0.773	0.999990	0.000375						
2460548.240	0.774	1.000188	0.000499						
2460548.250	0.775	1.000173	0.000381						
2460548.260	0.776	1.000462	0.000182						
2460548.270	0.777	1.000129	0.000385						
2460548.280	0.778	1.000177	0.000472						
2460548.290	0.779	1.000013	0.000020						
2460548.300	0.780	1.000344	0.000431						
2460548.310	0.781	1.000188	0.000288						
2460548.320	0.782	1.000286	0.000088						
2460548.330	0.783	1.000269	0.000128						
2460548.340	0.784	1.000289	0.000010						
2460548.350	0.785	0.999971	0.000025						
2460548.360	0.786	1.000302	0.000124						
2460548.370	0.787	1.000246	0.000021						
2460548.380	0.788	1.000223	0.000095						
2460548.390	0.789	1.000397	0.000067						
2460548.400	0.790	1.000421	0.000326						
2460548.410	0.791	1.000229	0.000428						
2460548.420	0.792	1.000118	0.000073						
2460548.430	0.793	1.000134	0.000427						
2460548.440	0.794	1.000336	0.000102						
2460548.450	0.795	1.000195	0.000313						
2460548.460	0.796	1.000358	0.000315						
2460548.470	0.797	1.000308	0.000337						
2460548.480	0.798	1.000204	0.000387						
2460548.490	0.799	1.000223	0.000008						
2460548.500	0.800	1.000371	0.000422						
2460548.510	0.801	1.000201	0.000468						
2460548.520	0.802	1.000197	0.000053						
2460548.530	0.803	1.000248	0.000006						
2460548.540	0.804	0.999952	0.000026						
2460548.550	0.805	1.000271	0.000365						
2460548.560	0.806	1.000446	0.000426						
2460548.570	0.807	1.000129	0.000029						
2460548.580	0.808	1.000095	0.000010						
2460548.590	0.809	1.000038	0.000291						
2460548.600	0.810	1.000208	0.000315						
2460548.610	0.811	1.000207	0.000201						
2460548.620	0.812	1.000396	0.000434						
2460548.630	0.813	1.000468	0.000282						
2460548.640	0.814	1.000256	0.000399						
2460548.650	0.815	1.000026	0.000257						
2460548.660	0.816	1.000288	0.000259						
2460548.670	0.817	0.999965	0.000342						
2460548.680	0.818	1.000244	0.000307						
2460548.690	0.819	1.000127	0.000477						
2460548.700	0.820	1.000036	0.000200						
2460548.710	0.821	1.000037	0.000094						
2460548.720	0.822	1.000247	0.000185						
2460548.730	0.823	1.000221	0.000117						
2460548.740	0.824	1.000158	0.000019						
2460548.750	0.825	1.000064	0.000107						
2460548.760	0.826	1.000327	0.000403						
2460548.770	0.827	1.000469	0.000279						
2460548.780	0.828	1.000230	0.000197						
2460548.790	0.829	0.999967	0.000283						
2460548.800	0.830	1.000071	0.000104						
2460548.810	0.831	1.000485	0.000189						
2460548.820	0.832	1.000442	0.000361						
2460548.830	0.833	1.000388	0.000461						
2460548.840	0.834	1.000073	0.000362						
2460548.850	0.835	1.000289	0.000360						
2460548.860	0.836	1.000160	0.000117						
2460548.870	0.837	1.000277	0.000222						
2460548.880	0.838	1.000179	0.000140						
2460548.890	0.839	1.000171	0.000181						
2460548.900	0.840	1.000255	0.000243						
2460548.910	0.841	1.000309	0.000228						
2460548.920	0.842	0.999921	0.000491						
2460548.930	0.843	1.000254	0.000121						
2460548.940	0.844	1.000343	0.000344						
2460548.950	0.845	1.000206	0.000010						
2460548.960	0.846	1.000025	0.000121						
2460548.970	0.847	0.999957	0.000290						
2460548.980	0.848	1.000156	0.000088						
2460548.990	0.849	1.000329	0.000367						
2460549.000	0.850	1.000320	0.000028						
2460549.010	0.851	1.000357	0.000276						
2460549.020	0.852	1.000131	0.000270						
2460549.030	0.853	1.000045	0.000187						
2460549.040	0.854	1.000157	0.000094						
2460549.050	0.855	0.999932	0.000426						
2460549.060	0.856	1.000395	0.000039						
2460549.070	0.857	1.000450	0.000221						
2460549.080	0.858	1.000243	0.000283						
2460549.090	0.859	1.000085	0.000069						
2460549.100	0.860	1.000252	0.000381						
2460549.110	0.861	1.000332	0.000306						
2460549.120	0.862	1.000247	0.000044						
2460549.130	0.863	1.000278	0.000195						
2460549.140	0.864	1.000372	0.000111						
2460549.150	0.865	1.000151	0.000401						
2460549.160	0.866	1.000112	0.000412						
2460549.170	0.867	0.999889	0.000303						
2460549.180	0.868	0.999923	0.000011						
2460549.190	0.869	1.000015	0.000205						
2460549.200	0.870	1.000460	0.000233						
2460549.210	0.871	1.000285	0.000457						
2460549.220	0.872	0.999912	0.000093						
2460549.230	0.873	1.000148	0.000412						
2460549.240	0.874	1.000225	0.000423						
2460549.250	0.875	1.000425	0.000139						
2460549.260	0.876	1.000343	0.000240						
2460549.270	0.877	1.000482	0.000461						
2460549.280	0.878	1.000132	0.000208						
2460549.290	0.879	1.000231	0.000358						
2460549.300	0.880	1.000193	0.000054						
2460549.310	0.881	1.000232	0.000378						
2460549.320	0.882	1.000104	0.000256						
2460549.330	0.883	1.000215	0.000261						
2460549.340	0.884	0.999979	0.000307						
2460549.350	0.885	0.999989	0.000256						
2460549.360	0.886	1.000204	0.000404						
2460549.370	0.887	1.000028	0.000378						
2460549.380	0.888	1.000243	0.000265						
2460549.390	0.889	1.000065	0.000416						
2460549.400	0.890	0.999916	0.000352						
2460549.410	0.891	1.000399	0.000395						
2460549.420	0.892	0.999917	0.000444						
2460549.430	0.893	1.000362	0.000393						
2460549.440	0.894	1.000480	0.000180						
2460549.450	0.895	1.000316	0.000459						
2460549.460	0.896	1.000244	0.000038						
2460549.470	0.897	0.999900	0.000230						
2460549.480	0.898	1.000050	0.000065						
2460549.490	0.899	1.000085	0.000390						
2460549.500	0.900	1.000382	0.000194						
2460549.510	0.901	1.000418	0.000279						
2460549.520	0.902	1.000496	0.000120						
2460549.530	0.903	1.000311	0.000178						
2460549.540	0.904	0.999825	0.000483						
2460549.550	0.905	1.000338	0.000137						
2460549.560	0.906	1.000185	0.000240						
2460549.570	0.907	1.000295	0.000199						
2460549.580	0.908	1.000068	0.000247						
2460549.590	0.909	1.000309	0.000172						
2460549.600	0.910	1.000089	0.000266						
2460549.610	0.911	1.000078	0.000089						
2460549.620	0.912	1.000317	0.000071						
2460549.630	0.913	1.000194	0.000249						
2460549.640	0.914	1.000488	0.000123						
2460549.650	0.915	1.000067	0.000216						
2460549.660	0.916	1.000020	0.000133						
2460549.670	0.917	1.000207	0.000093						
2460549.680	0.918	0.999960	0.000331						
2460549.690	0.919	1.000365	0.000219						
2460549.700	0.920	1.000204	0.000385						
2460549.710	0.921	0.999944	0.000497						
2460549.720	0.922	0.999980	0.000050						
2460549.730	0.923	0.999803	0.000241						
2460549.740	0.924	1.000052	0.000175						
2460549.750	0.925	1.000468	0.000309						
2460549.760	0.926	1.000171	0.000013						
2460549.770	0.927	1.000444	0.000241						
2460549.780	0.928	1.000056	0.000497						
2460549.790	0.929	1.000129	0.000084						
2460549.800	0.930	1.000188	0.000402						
2460549.810	0.931	0.999980	0.000282						
2460549.820	0.932	1.000183	0.000181						
2460549.830	0.933	1.000439	0.000200						
2460549.840	0.934	1.000034	0.000263						
2460549.850	0.935	0.999810	0.000489						
2460549.860	0.936	1.000220	0.000368						
2460549.870	0.937	1.000110	0.000009						
2460549.880	0.938	1.000176	0.000266						
2460549.890	0.939	1.000433	0.000415						
2460549.900	0.940	1.000101	0.000017						
2460549.910	0.941	1.000151	0.000327						
2460549.920	0.942	1.000095	0.000428						
2460549.930	0.943	0.999989	0.000450						
2460549.940	0.944	1.000080	0.000448						
2460549.950	0.945	1.000089	0.000434						
2460549.960	0.946	1.000117	0.000270						
2460549.970	0.947	1.000216	0.000065						
2460549.980	0.948	0.999834	0.000462						
2460549.990	0.949	1.000229	0.000030						
2460550.000	0.950	1.000413	0.000252						
2460550.010	0.951	1.000320	0.000168						
2460550.020	0.952	1.000251	0.000083						
2460550.030	0.953	0.999934	0.000245						
2460550.040	0.954	0.999984	0.000373						
2460550.050	0.955	1.000359	0.000367						
2460550.060	0.956	1.000201	0.000250						
2460550.070	0.957	1.000050	0.000474						
2460550.080	0.958	1.000398	0.000421						
2460550.090	0.959	1.000300	0.000411						
2460550.100	0.960	1.000105	0.000092						
2460550.110	0.961	1.000142	0.000190						
2460550.120	0.962	1.000258	0.000081						
2460550.130	0.963	1.000476	0.000140						
2460550.140	0.964	1.000131	0.000039						
2460550.150	0.965	1.000308	0.000157						
2460550.160	0.966	0.999920	0.000131						
2460550.170	0.967	0.999959	0.000250						
2460550.180	0.968	0.999934	0.000097						
2460550.190	0.969	1.000451	0.000483						
2460550.200	0.970	1.000407	0.000224						
2460550.210	0.971	0.999913	0.000039						
2460550.220	0.972	0.999933	0.000492						
2460550.230	0.973	1.000198	0.000132						
2460550.240	0.974	1.000223	0.000109						
2460550.250	0.975	1.000050	0.000095						
2460550.260	0.976	1.000021	0.000348						
2460550.270	0.977	1.000448	0.000045						
2460550.280	0.978	1.000303	0.000437						
2460550.290	0.979	1.000285	0.000119						
2460550.300	0.980	1.000138	0.000303						
2460550.310	0.981	1.000014	0.000229						
2460550.320	0.982	1.000331	0.000317						
2460550.330	0.983	1.000196	0.000307						
2460550.340	0.984	0.999953	0.000297						
2460550.350	0.985	1.000053	0.000236						
2460550.360	0.986	1.000233	0.000359						
2460550.370	0.987	1.000199	0.000069						
2460550.380	0.988	1.000138	0.000420						
2460550.390	0.989	1.000168	0.000330						
2460550.400	0.990	0.997959	0.000462						
2460550.410	0.991	0.993525	0.000354						
2460550.420	0.992	0.992616	0.000420						
2460550.430	0.993	0.992541	0.000118						
2460550.440	0.994	0.992738	0.000394						
2460550.450	0.995	0.993018	0.000404						
2460550.460	0.996	0.992920	0.000066						
2460550.470	0.997	0.992910	0.000169						
2460550.480	0.998	0.992493	0.000108						
2460550.490	0.999	0.992965	0.000472						
2460550.500	1.000	0.992654	0.000338						
2460550.510	0.001	0.992663	0.000457						
2460550.520	0.002	0.992663	0.000457						
2460550.530	0.003	0.992440	0.000132						
2460550.540	0.004	0.992666	0.000249						
2460550.550	0.005	0.992470	0.000134						
2460550.560	0.006	0.992606	0.000142						
2460550.570	0.007	0.992834	0.000108						
2460550.580	0.008	0.992936	0.000101						
2460550.590	0.009	0.992674	0.000059						
2460550.600	0.010	0.992970	0.000004						
2460550.610	0.011	0.992863	0.000261						
2460550.620	0.012	0.993494	0.000411						
2460550.630	0.013	0.998066	0.000030						
2460550.640	0.014	1.000160	0.000190						
2460550.650	0.015	1.000265	0.000085						
2460550.660	0.016	0.999933	0.000044						
2460550.670	0.017	0.999953	0.000062						
2460550.680	0.018	0.999870	0.000289						
2460550.690	0.019	1.000331	0.000211						
2460550.700	0.020	1.000084	0.000424						
2460550.710	0.021	1.000361	0.000302						
2460550.720	0.022	1.000355	0.000041						
2460550.730	0.023	1.000398	0.000127						
2460550.740	0.024	1.000041	0.000078						
2460550.750	0.025	1.000365	0.000074						
2460550.760	0.026	1.000172	0.000296						
2460550.770	0.027	1.000232	0.000294						
2460550.780	0.028	1.000325	0.000410						
2460550.790	0.029	1.000152	0.000257						
2460550.800	0.030	1.000089	0.000380						
2460550.810	0.031	1.000097	0.000378						
2460550.820	0.032	1.000059	0.000114						
2460550.830	0.033	1.000403	0.000361						
2460550.840	0.034	1.000434	0.000125						
2460550.850	0.035	1.000334	0.000459						
2460550.860	0.036	1.000151	0.000266						
2460550.870	0.037	1.000061	0.000201						
2460550.880	0.038	1.000195	0.000406						
2460550.890	0.039	1.000456	0.000193						
2460550.900	0.040	1.000121	0.000046						
2460550.910	0.041	1.000249	0.000034						
2460550.920	0.042	1.000082	0.000285						
2460550.930	0.043	1.000222	0.000217						
2460550.940	0.044	1.000381	0.000375						
2460550.950	0.045	1.000429	0.000335						
2460550.960	0.046	1.000281	0.000415						
2460550.970	0.047	1.000278	0.000489						
2460550.980	0.048	1.000002	0.000172						
2460550.990	0.049	0.999978	0.000477						
2460551.000	0.050	1.000211	0.000266						
2460551.010	0.051	1.000180	0.000282						
2460551.020	0.052	1.000293	0.000437						
2460551.030	0.053	1.000027	0.000162						
2460551.040	0.054	1.000119	0.000179						
2460551.050	0.055	1.000282	0.000399						
2460551.060	0.056	1.000303	0.000072						
2460551.070	0.057	1.000097	0.000063						
2460551.080	0.058	1.000332	0.000358						
2460551.090	0.059	1.000367	0.000118						
2460551.100	0.060	1.000182	0.000366						
2460551.110	0.061	1.000278	0.000163						
2460551.120	0.062	1.000357	0.000487						
2460551.130	0.063	0.999939	0.000078						
2460551.140	0.064	1.000072	0.000260						
2460551.150	0.065	1.000335	0.000306						
2460551.160	0.066	1.000011	0.000333						
2460551.170	0.067	1.000394	0.000297						
2460551.180	0.068	0.999928	0.000308						
2460551.190	0.069	1.000146	0.000225						
2460551.200	0.070	1.000009	0.000380						
2460551.210	0.071	1.000394	0.000276						
2460551.220	0.072	1.000082	0.000177						
2460551.230	0.073	1.000078	0.000076						
2460551.240	0.074	0.999891	0.000004						
2460551.250	0.075	1.000150	0.000348						
2460551.260	0.076	1.000065	0.000176						
2460551.270	0.077	1.000449	0.000486						
2460551.280	0.078	1.000230	0.000310						
2460551.290	0.079	1.000145	0.000135						
2460551.300	0.080	0.999959	0.000434						
2460551.310	0.081	1.000268	0.000177						
2460551.320	0.082	0.999932	0.000404						
2460551.330	0.083	1.000328	0.000379						
2460551.340	0.084	1.000429	0.000435						
2460551.350	0.085	1.000208	0.000385						
2460551.360	0.086	1.000248	0.000047						
2460551.370	0.087	1.000240	0.000410						
2460551.380	0.088	1.000300	0.000123						
2460551.390	0.089	1.000133	0.000273						
2460551.400	0.090	1.000253	0.000353						
2460551.410	0.091	1.000272	0.000452						
2460551.420	0.092	1.000305	0.000165						
2460551.430	0.093	0.999825	0.000097						
2460551.440	0.094	1.000244	0.000017						
2460551.450	0.095	1.000420	0.000149						
2460551.460	0.096	1.000422	0.000163						
2460551.470	0.097	1.000333	0.000097						
2460551.480	0.098	1.000326	0.000081						
2460551.490	0.099	1.000023	0.000017						
2460551.500	0.100	1.000135	0.000481						
2460551.510	0.101	1.000046	0.000240						
2460551.520	0.102	1.000466	0.000338						
2460551.530	0.103	1.000286	0.000494						
2460551.540	0.104	0.999957	0.000372						
2460551.550	0.105	1.000247	0.000348						
2460551.560	0.106	0.999993	0.000211						
2460551.570	0.107	1.000272	0.000355						
2460551.580	0.108	1.000330	0.000343						
2460551.590	0.109	1.000156	0.000205						
2460551.600	0.110	1.000029	0.000010						
2460551.610	0.111	1.000122	0.000301						
2460551.620	0.112	1.000102	0.000447						
2460551.630	0.113	1.000027	0.000151						
2460551.640	0.114	1.000248	0.000132						
2460551.650	0.115	1.000475	0.000122						
2460551.660	0.116	1.000051	0.000163						
2460551.670	0.117	1.000146	0.000203						
2460551.680	0.118	1.000218	0.000123						
2460551.690	0.119	0.999952	0.000237						
2460551.700	0.120	1.000378	0.000328						
2460551.710	0.121	1.000467	0.000202						
2460551.720	0.122	1.000382	0.000207						
2460551.730	0.123	1.000046	0.000500						
2460551.740	0.124	0.999902	0.000038						
2460551.750	0.125	1.000120	0.000341						
2460551.760	0.126	1.000064	0.000342						
2460551.770	0.127	1.000381	0.000093						
2460551.780	0.128	1.000131	0.000482						
2460551.790	0.129	1.000138	0.000467						
2460551.800	0.130	1.000277	0.000297						
2460551.810	0.131	0.999920	0.000068						
2460551.820	0.132	1.000360	0.000119						
2460551.830	0.133	1.000400	0.000298						
2460551.840	0.134	1.000035	0.000229						
2460551.850	0.135	1.000240	0.000492						
2460551.860	0.136	1.000112	0.000368						
2460551.870	0.137	1.000378	0.000315						
2460551.880	0.138	0.999915	0.000349						
2460551.890	0.139	1.000299	0.000297						
2460551.900	0.140	1.000029	0.000124						
2460551.910	0.141	0.999978	0.000263						
2460551.920	0.142	1.000151	0.000114						
2460551.930	0.143	1.000293	0.000229						
2460551.940	0.144	0.999986	0.000000						
2460551.950	0.145	1.000099	0.000453						
2460551.960	0.146	1.000497	0.000331						
2460551.970	0.147	1.000186	0.000282						
2460551.980	0.148	1.000062	0.000145						
2460551.990	0.149	0.999975	0.000312						
2460552.000	0.150	1.000015	0.000430						
2460552.010	0.151	1.000167	0.000249						
2460552.020	0.152	1.000266	0.000464						
2460552.030	0.153	1.000447	0.000099						
2460552.040	0.154	1.000353	0.000453						
2460552.050	0.155	1.000210	0.000001						
2460552.060	0.156	1.000184	0.000260						
2460552.070	0.157	1.000394	0.000286						
2460552.080	0.158	1.000181	0.000051						
2460552.090	0.159	1.000311	0.000329						
2460552.100	0.160	1.000081	0.000121						
2460552.110	0.161	1.000110	0.000066						
2460552.120	0.162	1.000285	0.000114						
2460552.130	0.163	0.999985	0.000271						
2460552.140	0.164	1.000047	0.000264						
2460552.150	0.165	1.000419	0.000125						
2460552.160	0.166	1.000317	0.000075						
2460552.170	0.167	1.000115	0.000318						
2460552.180	0.168	1.000250	0.000237						
2460552.190	0.169	0.999936	0.000154						
2460552.200	0.170	1.000083	0.000387						
2460552.210	0.171	1.000373	0.000229						
2460552.220	0.172	1.000068	0.000395						
2460552.230	0.173	1.000309	0.000487						
2460552.240	0.174	1.000068	0.000409						
2460552.250	0.175	1.000169	0.000361						
2460552.260	0.176	1.000270	0.000139						
2460552.270	0.177	1.000202	0.000078						
2460552.280	0.178	1.000287	0.000022						
2460552.290	0.179	0.999941	0.000092						
2460552.300	0.180	1.000255	0.000025						
2460552.310	0.181	1.000312	0.000495						
2460552.320	0.182	1.000394	0.000128						
2460552.330	0.183	1.000309	0.000053						
2460552.340	0.184	1.000237	0.000272						
2460552.350	0.185	1.000096	0.000118						
2460552.360	0.186	1.000118	0.000301						
2460552.370	0.187	1.000295	0.000344						
2460552.380	0.188	1.000135	0.000386						
2460552.390	0.189	1.000144	0.000295						
2460552.400	0.190	1.000097	0.000386						
2460552.410	0.191	1.000396	0.000220						
2460552.420	0.192	1.000246	0.000374						
2460552.430	0.193	0.999815	0.000018						
2460552.440	0.194	1.000342	0.000306						
2460552.450	0.195	1.000268	0.000314						
2460552.460	0.196	1.000471	0.000452						
2460552.470	0.197	1.000162	0.000180						
2460552.480	0.198	1.000039	0.000495						
2460552.490	0.199	1.000085	0.000073						
2460552.500	0.200	0.999971	0.000198						
2460552.510	0.201	1.000174	0.000422						
2460552.520	0.202	1.000193	0.000358						
2460552.530	0.203	1.000038	0.000200						
2460552.540	0.204	1.000258	0.000258						
2460552.550	0.205	0.999837	0.000017						
2460552.560	0.206	1.000180	0.000068						
2460552.570	0.207	1.000324	0.000237						
2460552.580	0.208	1.000162	0.000152						
2460552.590	0.209	1.000453	0.000102						
2460552.600	0.210	1.000298	0.000465						
2460552.610	0.211	1.000288	0.000224						
2460552.620	0.212	1.000082	0.000218						
2460552.630	0.213	1.000353	0.000298						
2460552.640	0.214	1.000445	0.000462						
2460552.650	0.215	1.000366	0.000498						
2460552.660	0.216	1.000174	0.000457						
2460552.670	0.217	1.000257	0.000196						
2460552.680	0.218	1.000120	0.000168						
2460552.690	0.219	0.999986	0.000313						
2460552.700	0.220	1.000433	0.000057						
2460552.710	0.221	1.000418	0.000301						
2460552.720	0.222	1.000027	0.000043						
2460552.730	0.223	1.000344	0.000283						
2460552.740	0.224	1.000107	0.000261						
2460552.750	0.225	0.999913	0.000015						
2460552.760	0.226	1.000156	0.000357						
2460552.770	0.227	1.000205	0.000400						
2460552.780	0.228	1.000148	0.000491						
2460552.790	0.229	1.000333	0.000014						
2460552.800	0.230	1.000051	0.000246						
2460552.810	0.231	1.000173	0.000105						
2460552.820	0.232	1.000167	0.000041						
2460552.830	0.233	1.000041	0.000062						
2460552.840	0.234	1.000468	0.000334						
2460552.850	0.235	1.000311	0.000469						
2460552.860	0.236	0.999961	0.000089						
2460552.870	0.237	0.999941	0.000486						
2460552.880	0.238	1.000181	0.000089						
2460552.890	0.239	1.000325	0.000295						
2460552.900	0.240	1.000402	0.000461						
2460552.910	0.241	1.000015	0.000434						
2460552.920	0.242	1.000176	0.000031						
2460552.930	0.243	0.999911	0.000268						
2460552.940	0.244	1.000003	0.000038						
2460552.950	0.245	1.000470	0.000355						
2460552.960	0.246	1.000076	0.000257						
2460552.970	0.247	1.000298	0.000430						
2460552.980	0.248	1.000035	0.000395						
2460552.990	0.249	1.000245	0.000107						
2460553.000	0.250	1.000168	0.000283						
2460553.010	0.251	1.000271	0.000146						
2460553.020	0.252	1.000009	0.000032						
2460553.030	0.253	1.000191	0.000029						
2460553.040	0.254	1.000356	0.000468						
2460553.050	0.255	0.999949	0.000261						
2460553.060	0.256	1.000010	0.000422						
2460553.070	0.257	1.000306	0.000092						
2460553.080	0.258	1.000159	0.000018						
2460553.090	0.259	1.000459	0.000498						
2460553.100	0.260	1.000361	0.000431						
2460553.110	0.261	1.000007	0.000412						
2460553.120	0.262	1.000053	0.000460						
2460553.130	0.263	1.000404	0.000373						
2460553.140	0.264	1.000027	0.000173						
2460553.150	0.265	1.000224	0.000095						
2460553.160	0.266	1.000321	0.000294						
2460553.170	0.267	0.999954	0.000166						
2460553.180	0.268	1.000358	0.000103						
2460553.190	0.269	1.000309	0.000461						
2460553.200	0.270	1.000164	0.000126						
2460553.210	0.271	1.000135	0.000221						
2460553.220	0.272	1.000217	0.000092						
2460553.230	0.273	1.000078	0.000170						
2460553.240	0.274	0.999962	0.000162						
2460553.250	0.275	1.000302	0.000125						
2460553.260	0.276	1.000189	0.000061						
2460553.270	0.277	1.000493	0.000058						
2460553.280	0.278	1.000464	0.000468						
2460553.290	0.279	1.000045	0.000157						
2460553.300	0.280	0.999819	0.000033						
2460553.310	0.281	1.000210	0.000046						
2460553.320	0.282	1.000086	0.000161						
2460553.330	0.283	1.000024	0.000463						
2460553.340	0.284	1.000316	0.000344						
2460553.350	0.285	1.000043	0.000413						
2460553.360	0.286	0.999873	0.000456						
2460553.370	0.287	0.999902	0.000489						
2460553.380	0.288	1.000218	0.000414						
2460553.390	0.289	1.000489	0.000034						
2460553.400	0.290	1.000270	0.000378						
2460553.410	0.291	1.000232	0.000246						
2460553.420	0.292	1.000175	0.000147						
2460553.430	0.293	1.000238	0.000228						
2460553.440	0.294	1.000376	0.000322						
2460553.450	0.295	1.000260	0.000180						
2460553.460	0.296	1.000100	0.000208						
2460553.470	0.297	1.000319	0.000360						
2460553.480	0.298	0.999989	0.000037						
2460553.490	0.299	1.000188	0.000214						
2460553.500	0.300	1.000186	0.000334						
2460553.510	0.301	1.000399	0.000410						
2460553.520	0.302	1.000242	0.000410						
2460553.530	0.303	1.000315	0.000187						
2460553.540	0.304	1.000097	0.000228						
2460553.550	0.305	1.000297	0.000476						
2460553.560	0.306	1.000297	0.000260						
2460553.570	0.307	1.000315	0.000198						
2460553.580	0.308	1.000454	0.000098						
2460553.590	0.309	1.000169	0.000496						
2460553.600	0.310	1.000174	0.000349						
2460553.610	0.311	1.000001	0.000454						
2460553.620	0.312	1.000142	0.000489						
2460553.630	0.313	1.000448	0.000015						
2460553.640	0.314	1.000288	0.000203						
2460553.650	0.315	1.000424	0.000024						
2460553.660	0.316	1.000021	0.000193						
2460553.670	0.317	1.000272	0.000003						
2460553.680	0.318	0.999986	0.000437						
2460553.690	0.319	0.999953	0.000432						
2460553.700	0.320	1.000242	0.000115						
2460553.710	0.321	1.000058	0.000428						
2460553.720	0.322	1.000255	0.000232						
2460553.730	0.323	1.000277	0.000217						
2460553.740	0.324	0.999813	0.000418						
2460553.750	0.325	1.000292	0.000044						
2460553.760	0.326	1.000391	0.000163						
2460553.770	0.327	1.000089	0.000122						
